nct_id,title,conditions,phase,modality
NCT03167203,A Safety Surveillance Study of Events of Special Interest Occurring in Subjects With Macular Degenerative Disease Treated With Human Embryonic Stem Cell-derived Retinal Pigment Epithelial Cell Therapy,Macular Degenerative Disease,PHASE1,biologic
NCT07050212,"A Comparative Study of the Application of Remimazolam, Dexmedetomidine, and Esketamine in Pediatric Preoperative Sedation",Remimazolam | Dexmedetomidine | Esketamine,NA,small_molecule
NCT06244745,"Clinical and Endocrinological Effects of Letrozole During the Luteal Phase After Controlled Ovarian Stimulation in Oocyte Donors: a Low Interventional, Randomized, Controlled Trial",Luteinised Follicular Cyst,PHASE3,small_molecule
NCT06489327,Comparing Two Doses of Oral Melatonin as Premedication in Children Undergoing Surgery: A Double-Blind Randomized Trial,Preoperative Anxiety,NA,small_molecule
NCT07198685,"6 Months of Bedaquiline, Delamanid, Linezolid and Levoffoxacin in RR-TB Patients in Hubei Province",Treat to Target | Treatment Duration,NA,small_molecule
NCT07199595,Effect of Dexmedetomidine Versus Magnesium Sulfate Infusion on Intracranial Pressure and Cerebral Perfusion Pressure in Craniotomy Using Lumbar Drain Catheter,Craniotomy Surgery,NA,small_molecule
NCT07371728,Effect of Aprepitant on Post-operative Nausea and Vomiting in Otologic Surgery: A Pilot Randomized-Controlled Trial,Otologic Disease,PHASE4,small_molecule
NCT06813469,Multi-Dimensional Genomic Dissection of Ring Chromosome 14 Syndrome,Ring 14,NA,gene_therapy
NCT05227742,"Exploratory Study of the Effects of Low-Dose Psilocybin on Sensory Processing, Neurophysiological Arousal, and Emotional Health",Demoralization,EARLY_PHASE1,small_molecule
NCT07342413,"A Single-center Prospective Double-Blind, Split-Body, Randomized Clinical Study Comparing Glycerin With 1% Lidocaine and Epinephrine Versus Glycerin With 1% Lidocaine Without Epinephrine for the Sclerotherapy of Leg Telangiectasias",Leg Veins,PHASE4,small_molecule
NCT06966856,Sublingual Versus Oral Vitamin B12 for Acute Hypovitaminosis B12 Secondary to Proton Pump Inhibitors: A Prospective Randomized Study,Hypovitaminosis b 12,PHASE3,small_molecule
NCT03720262,Prevention of Hernia After Loop Ileostomy Reversal,Loop Ileostomy,PHASE2,combination
NCT06081894,"A Phase 3, Multi-Center, Randomized, Double-Blind Trial to Evaluate the Efficacy and Safety of Aficamten Compared to Placebo in Adults With Symptomatic Non-Obstructive Hypertrophic Cardiomyopathy",Symptomatic Non-Obstructive Hypertrophic Cardiomyopathy,PHASE3,small_molecule
NCT04003805,Biomarkers of Exposure and Effect in Standardized Research E-cigarette (SREC) Users,"Smoking, Cigarette",PHASE1,small_molecule
NCT06985524,Clinical and Preparation Studies of Traditional Chinese Medicine Compound(Weipi Formula) in the Treatment of Epigastric Stuffiness Syndrome,Functional Dyspepsia(FD) Was Studied,NA,small_molecule
NCT05325580,Intravenous Magnesium Sulfate Vs Placebo to Treat Non-traumatic Acute Headaches in the Emergency Department,Head Pain,PHASE3,small_molecule
NCT07066527,"Efficacy and Safety Analysis of More Stable Foam and Ordinary Foam Based on Polylauricol in the Treatment of Head and Neck Venous Malformations: a Prospective, Randomized and Controlled Study",Venous Malformation,NA,combination
NCT06752603,"A Phase IIa, Randomized, Double-blind, Placebo Controlled, Parallel Group, Multi-center Trial to Evaluate the Efficacy and Safety of ONO-1110 in Patients With Hunner Type Interstitial Cystitis",Hunner Type Interstitial Cystitis,PHASE2,small_molecule
NCT05509127,Evaluation of Cervical Restorations Performance Using Modified Universal Adhesive Compared to Conventional Universal Adhesive: A Randomized Clinical Trial,Clinical Performance,PHASE1,small_molecule
NCT03415828,Intradiscal Gelified Ethanol Versus Intradiscal Steroid in Refractory Lumbar Discogenic Pain: a Randomized Single-blind Study,Lumbar Discogenic Pain (Disorder),NA,small_molecule
NCT07232095,7-Day Vonoprazan-High-Dose Amoxicillin-Bismuth Therapy for First-Line Eradication of Helicobacter Pylori: A Multicenter Randomized Controlled Trial,Helicobacter Pylori,PHASE4,small_molecule
NCT06873126,A Two-group Experimental Trial to Promote Sports and Exercise Among Female University Students in Saudi Arabia: the Relationship Between Mental Health and Adherence to Phyicsal Activity,Mental Health,PHASE3,combination
NCT06932328,"A Randomized, Double-Blind, Dose-Exploration, Multicenter Phase II Clinical Trial to Evaluate the Efficacy and Safety of Qin Qiao Yan Shu Granules in the Treatment of Acute Pharyngitis (Exterior Wind-Heat Syndrome)",Acute Pharyngitis,PHASE2,small_molecule
NCT06729034,A Single-center Blinded Crossover Study Investigating the Efficacy of Apixaban in Patients with Painful Venous Malformations with Localized Intravascular Coagulation,"Venous Malformation, Low Flow | Anticoagulants",PHASE2,small_molecule
NCT06217393,Randomized Multicentre Open-label Study to Investigate the Non-inferiority of Itopride Hydrochloride 150mg Once Daily Versus Itopride Hydrochloride 50 mg Thrice Daily in Subjects With Functional (Non-ulcer) Dyspepsia or Chronic Gastritis,Functional Dyspepsia,PHASE3,small_molecule
NCT07215000,Cleansing Options in Outpatient Setting to Improve Tolerance (COOP SIT) Trial,Colorectal Cancer Screening | Bowel Cleansing for Colonoscopy,PHASE4,small_molecule
NCT06839391,Effect of Hyaluronidase in Different Doses Added to Bupivacaine on TAB Block Quality During CS,Tab Block Qaulity,EARLY_PHASE1,small_molecule
NCT06919523,Clinical Study to Evaluate the Efficacy and Safety of Dapagliflozin in Patients With Refractory Cirrhotic Ascites,Refractory Ascites,PHASE2,small_molecule
NCT07242300,A Phase III Clinical Study to Evaluate the Efficacy and Safety of Recombinant Botulinum Toxin Type A (Eveotox) in Adult Patients With Upper Limb Spasticity,Upper Limb Spasticity (ULS),PHASE3,small_molecule
NCT04317664,Intervention to Improve Driving Practices Among High-Risk Teen Drivers,"Drive | Recidivism | Communication | Feedback, Psychological",PHASE3,combination
NCT04044820,Discharge Opioid Prescription for Ambulatory Hand and Forearm Surgery: A Randomized Controlled Trial,Opioid Use,NA,small_molecule
NCT04611880,A Trial of Crizanlizumab for the Treatment of Retinal Vasculopathy With Cerebral Leukoencephalopathy (RVCL),RVCL - Retinal Vasculopathy Cerebral Leukoencephalopathy,PHASE2,monoclonal_antibody
NCT05761080,"Evaluation of a Therapeutic Strategy to Shorten Hospital Stay in Complicated Pediatric Appendicitis: A Randomized, Parallel, Multicenter, Open-Label Clinical Trial",Laparoscopic Appendectomy | Complicated Appendicitis | Periappendicular Abscess,PHASE4,small_molecule
NCT05722860,Effect of Oral L-Citrulline on the Peripheral and Central Endothelial Function in Young and Older Adults,Aging,PHASE1,small_molecule
NCT06951191,Applying a New Method for Pain Control in Intrauterine Device Insertion,IUD Insertion Pain | IUD Insertion,PHASE4,small_molecule
NCT06175403,Niacin Regulation of Regional Adipose Tissue Lipolysis,Excessive Weight Gain,EARLY_PHASE1,small_molecule
NCT06413862,Efficacy and Safety of Ciprofol Versus Propofol in Patients Undergoing Painless Hysteroscopy,Painless Hysteroscopy,NA,small_molecule
NCT03947450,Autologous Volar Fibroblast Injection Into the Stump Site of Amputees,Amputation | Skin Wound | Stem Cell,PHASE2,biologic
NCT03004118,Therapeutic Effect of Ursodeoxycholic Acid on Duodenal Permeability and Meal Related Sensory Motor Function in Functional Dyspepsia Patients,Functional Dyspepsia,PHASE4,other_drug
NCT05282706,A Placebo-controlled Clinical Trial Investigating the Use of Aromatherapy in Conjunction With Physical/Occupational Therapy in an Acute Care Setting,"Suffering, Physical | Nausea",PHASE1,small_molecule
NCT07122024,Efficacy and Safety of Keverprazan-amoxicillin Dual Therapy for Helicobacter Pylori First-line Treatment,Helicobacter Pylori,PHASE4,small_molecule
NCT03995108,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study of Mavorixafor in Patients With WHIM Syndrome With Open-Label Extension",WHIM Syndrome,PHASE3,small_molecule
NCT06544434,Laser Acupuncture for Meniere Disease: A Randomized Controlled Trial,Meniere Disease,PHASE2,small_molecule
NCT07073716,"TAC, SOD and MDA Responses to Aerobic Exercise Versus Phoenix Seed in Obese Sedentary Females","Aerobic Exercise Phoenix Seed, Antioxidant Potential",NA,other_drug
NCT07323446,"8-Week Double-Blind, Randomized Controlled Study of N-Acetylcysteine and Neuroimaging in Children Ages 6-12 With Emotional Dysregulation",Emotional Dysregulation,EARLY_PHASE1,small_molecule
NCT05024344,"Erector Spinae Plane Block Versus Control for Pain Control Following Percutaneous Nephrolithotomy: A Randomized, Double-Blind, Placebo Controlled Study","Nephrolithotomy, Percutaneous",NA,small_molecule
NCT04903002,"Evaluating the Efficacy of Intranasal Oxytocin on Pain and Function Among Individuals Who Experience Chronic Pain: A Multisite, Placebo-controlled, Blinded, Sequential, Within-subjects Crossover Trial",Chronic Pain,PHASE2,small_molecule
NCT06533865,Romosozumab as an Adjunct to Physiologic Estrogen Replacement in Adolescents and Young Adults With Functional Hypothalamic Amenorrhea,FHA (Functional Hypothalamic Amenorrhea),PHASE3,monoclonal_antibody
NCT06804980,The DEterminig Statin Intolerance for Rosuvastatin Trial,Statin Therapy | Statin Adverse Reaction | Statin,PHASE4,small_molecule
NCT07057414,"Phase IIa, Randomized, Double-Blind, Placebo-Controlled, Single-Center Clinical Study to Evaluate the Safety and Efficacy of GMDTC for Injection in Subjects With Elevated Cadmium Levels",Cadmium Exceeds the Standard,PHASE2,small_molecule
NCT06274333,"The Effect of Adding Dexmedetomidine or Tramadol to Paracetamol- An Effort to Attenuate Catheter Related Bladder Discomfort: A Randomized, Triple-Blind Clinical Trial",Percutaneous Nephrolithotripsy (PCNL),PHASE3,small_molecule
NCT06312475,"A Randomized, Open-label Study to Evaluate the Efficacy and Safety of KN057 Injection Prophylaxis in Patients With Hemophilia A or B With Inhibitors",Hemophilia A With Inhibitor | Hemophilia B With Inhibitor,PHASE3,small_molecule
NCT07115667,A Prospective Single-Arm Clinical Trial of Radiation Combined With BCMA/CD3 Bispecific Antibody Therapy for Solitary Bone Plasmacytoma With Mild Bone Marrow Infiltration,Solitary Bone Plasmacytoma | Plasmacytoma of Bone | Plasma Cell Disorders,PHASE2,monoclonal_antibody
NCT06680882,The Second Hospital Affiliated Anhui University of Chinese Medicine,Slow Transmission Constipation,PHASE2,small_molecule
NCT03275584,Sûreté de la Perfusion Myocardique Par la Tomographie d'émission Par Positron Avec l'Ammoniaque marqué au N-13 du Centre de Recherche du Centre Hospitalier de l'Université de Montréal,N-13 Ammonia Safety,PHASE4,small_molecule
NCT06884657,Propofol Level at TCI During Mannitol,Mannitol Adverse Reaction,PHASE4,small_molecule
NCT05968937,"Baclofen in Chronic Pelvic Pain, a Randomized, Double-Blind, Placebo Controlled Trial",Chronic Pelvic Pain Syndrome,PHASE2,small_molecule
NCT06504446,"A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy, Safety, and Tolerability of Taplucainium Inhalation Powder (NOC-110) in Adults With Refractory or Unexplained Chronic Cough",Refractory or Unexplained Chronic Cough,PHASE2,small_molecule
NCT06395038,"A Phase I Clinical Trial, Using Interleukin-2 (IL-2) and Abatacept in Patients with Frontotemporal Disorders",Frontotemporal Degeneration,PHASE1,small_molecule
NCT03588754,"Does Propranolol, a Beta Blocker, Attenuate Stress-Induced Drinking?",Alcohol Drinking,PHASE2,small_molecule
NCT02615184,"A Phase 2, Double-Blind, 36-Week, Multicenter Study to Assess the Safety and Effectiveness of Daily Oral Administration of Dexlansoprazole Delayed-Release Capsules for Healing of Erosive Esophagitis (EE) and Maintenance of Healed EE in Pediatric Subjects Aged 2 to 11 Years With EE",Erosive Esophagitis,PHASE2,small_molecule
NCT06977841,"Efficacy and Safety of Tegoprazan-Amoxicillin and Tegoprazan-Tetracycline Dual Therapy for Helicobacter Pylori Eradication: A Prospective, Randomized Controlled Study",Helicobacter Pylori Eradication | High-dose Dual Therapy,NA,small_molecule
NCT04376216,"Prednisolon Behandling Ved Akut Interstitiel Nefritis - et Randomiseret, Prospektivt Studie",Acute Tubulo-Interstitial Nephritis,PHASE4,small_molecule
NCT06232473,"Efficacy of Patient Education and Duloxetine, Alone or in Combination, for Patients With Multisystem Functional Somatic Disorder",Functional Disorder,PHASE4,small_molecule
NCT06596057,Head of Hematology，Vice President and Secretary-General of Shandong Stem Cell Society,Safety and Efficacy,EARLY_PHASE1,biologic
NCT07401394,BAR-TAX - Tranexamic Acid in Bariatric Surgery. Use of Tranexamic Acid and Bleeding Management in Bariatric Surgery: A Prospective Study in a High-Volume Center.,Bariatric Surgery | Bariatric Patients | Bariatric Surgery Complications | Bleeding | Tranexamic Acid,NA,small_molecule
NCT06976411,Prospective Evaluation for Healing of Iatrogenic Perforation After Repair With Different Materials,Root Perforation at the Bifurcation Area,PHASE4,small_molecule
NCT06365632,"A Prospective, Randomized, Parallel, Single-blind Clinical Study of the Effectiveness, Tolerability and Safety of the Drug ""Anti-spike, Gel, 100 g in Bottles in Package No. 1"" Produced by the Republican Unitary Enterprise ""Unitekhprom BSU"", Belarus, With a Single Intraperitoneal Use After Surgical Interventions in Adult Patients With Acute Phlegmonous Appendicitis",Abdominal Adhesions,PHASE2,small_molecule
NCT07145034,"Evaluation Of Efficacy And Safety Of Prosman™ (Prunus Domestica Extract) On Prostate Function, Serum Testosterone Levels And Quality Of Life",Healthy,NA,small_molecule
NCT05396144,Evaluation of Nitrous Oxide Use in GI Endoscopy Procedures: Potential for Optimizing Sedation and Minimizing Side-Effects During Recovery,Endoscopy | Colonoscopy,PHASE4,small_molecule
NCT05736744,Effect of Magnesium Sulphate Pretreatment on the Onset and Duration of Intense and Deep Neuromuscular Block of Rocuronium Versus Cis-Atracurium in Pediatric Abdominal Surgery,Muscle Relaxation,PHASE2,small_molecule
NCT06817551,Comparison of Outcomes of Management of Bowel Obstruction (COMBO) Pilot,Adhesive Small Bowel Obstruction,PHASE4,small_molecule
NCT04501016,A Stepped Care Approach to Treating Tobacco Use in Rural Veterans,Tobacco Cessation,PHASE2,small_molecule
NCT05703672,4th Generation E-cigarettes: Reducing Harm and Quitting Combustible Cigarettes in Dual Users,Smoking Reduction,PHASE3,small_molecule
NCT07378657,Systematic Management Approach for Children and Adolescents With Orbital Lymphatic Malformation,Orbital Lymphatic Malformation,PHASE3,small_molecule
NCT07174856,The Misoprostol-Only Regimen Evidence (MORE) Study: A Randomized Controlled Trial Comparing the Misoprostol-only Regimen Versus the Combined Mifepristone and Misoprostol Regimen for Medication Abortion,"Abortion, Medical",PHASE4,small_molecule
NCT06645275,"Point-of-Care Testing (POCT) for Guided Precision Anticoagulation With Warfarin: A Multicenter, Non-concurrent Controlled Study",Anticoagulation,PHASE4,gene_therapy
NCT05112081,Evaluation of Botox Treatment in Patients With Chronic Scrotal Pain: a Randomized Double Blinded Control Trial,Scrotum Disease | Chronic Pain,PHASE4,small_molecule
NCT07257055,Phase 2 Study of BTKi-Rituximab Induction Followed by Glofitamab Consolidation in High Risk Untreated MCL Patients - WINDOW-4 Study,Phase 2 Study | MCL | BTKi | Rituximab | Glofitamab,PHASE2,monoclonal_antibody
NCT05424263,The Short-chain Fatty Acid Acetate for Improving Age-associated Arterial Dysfunction,Aging | Vascular Stiffness | Vascular Dilation,PHASE2,small_molecule
NCT06745336,Clinical Study of CS-001 As a Treatment for Canities (Grey Hair),Canities | Grey Hair,PHASE3,small_molecule
NCT04778644,Hippocampal Response to Acute Oral Doses of CBD During an fMRI Memory Task,CBD,PHASE1,small_molecule
NCT06497647,Outcome of Treatment of Monosymptomatic Nocturnal Enuresis in Children Using Imipramine Alone Versus Sulbutiamine Alone Versus Imipramine Plus Sulbutiamine : Prospective Comparative Study,Nocturnal Enuresis in Children,NA,small_molecule
NCT05858944,Home Blood Pressure Intervention in the Community Trial,Home Blood Pressure,NA,small_molecule
NCT06820931,Indicators and Evaluation of Efficacy of Yin-nourishing and Fire-reducing Chinese Medicine for Girls With Rapid Progression of Early Puberty,Puberty Changes,PHASE4,small_molecule
NCT05995535,Pregabalin Plus Lofexidine for the Outpatient Treatment of Opioid Withdrawal,Opiate Withdrawal Syndrome | Opioid Use,PHASE2,small_molecule
NCT01464606,International Pleuropulmonary Blastoma (PPB) Treatment and Biology Registry Protocol,Pleuropulmonary Blastoma,NA,small_molecule
NCT06159608,Sex Differences in the Vascular Effects of E-cigarette Use,E-cigarette Use,EARLY_PHASE1,small_molecule
NCT04685304,Pharmacogenomics Applied to Chronic Pain Treatment in Primary Care,Chronic Pain,NA,gene_therapy
NCT03289949,The Neurobiological Effect of 5-HT2AR Modulation,Basic Science,PHASE1,small_molecule
NCT06813963,"A Randomized, Double-Blind, Multicenter, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Minoxidil in the Repigmentation of White Hair in Adults",Grey Hair,PHASE4,small_molecule
NCT07284693,Clinical Study Evaluating the Efficacy of Phenolic Complex k110-42 Therapy on Cognitive Functions of Children With Down Syndrome,Cognitive Functions,PHASE3,small_molecule
NCT04938765,Randomized and Placebo Controlled Study to Evaluate the Effect of Magnesium Sulfate on Intraoperative Neuromonitoring.,Intraoperative Neurophysiological Monitoring | Magnesium Sulfate,PHASE4,small_molecule
NCT05521828,Luteal Phase Ovarian Stimulation With Follitropin Delta and Dydrogesterone: a Randomized Cross Over Pilot Trial,Oocyte Donors | Oocyte Donation,NA,small_molecule
NCT07328100,"A Randomized, Double-blind, Parallel Controlled Clinical Trial to Evaluate the Efficacy of Coenzyme I for Injection in the Treatment of Vascular Aging（Pilot Stydy）",Vascular Aging | NAD,NA,small_molecule
NCT05757999,Effect of Magnesium Sulphate Pretreatment on Cis-Atracurium Induced Neuromuscular Block and Recovery Characteristics: A Randomized Controlled Trial.,Muscle Relaxation,PHASE2,small_molecule
NCT06804993,Rectocele Repair with or Without Internal Sphincter Botulinum Toxin Injection: a Prospective Randomized Trial,Obstructed Defaecation Syndrome | Anterior Rectocele,PHASE4,small_molecule
NCT06482671,A Randomized Controlled Trial of Rikkunshito (TJ-43) in Functional Dyspepsia Patients Recruited From Primary Care,Dyspepsia and Other Specified Disorders of Function of Stomach | Postprandial Distress Syndrome,PHASE3,small_molecule
NCT06731348,Patient Satisfaction With Opioid Restriction After Urogynecologic Surgery: A Randomized Non-Inferiority Trial,Patient Satisfaction | Opioid Use After Surgery | Urogynecologic Surgery,PHASE4,small_molecule
NCT05345197,"Emicizumab in Patients With Acquired Hemophilia A: Multicenter, Single-arm, Open-label Clinical Trial",Acquired Hemophilia A,PHASE2,monoclonal_antibody
NCT07224490,Kisspeptin to Quantify GnRH Neuronal Function in Health and Disease,Reproductive Disorder | Neurodegeneration | SARS-CoV 2,PHASE1,small_molecule
NCT06310538,Clinical Study on the Treatment of Breast Hyperplasia With Kou Sha Therapy Based on,Breast Hyperplasia,NA,small_molecule
NCT06977750,"A Multicenter, Randomized, Double-blind, Positive Controlled Clinical Study on the Efficacy and Safety of Succinylated Gelatin Electrolyte Sodium Acetate Injection for Acute Isovolumetric Hemodilution (ANH) in Elective Surgery",Acute Normovolemic Hemodilution,NA,small_molecule
NCT07161726,Cocoa to Maximize Exercise Training in Older Adults - The COMET Trial,Mobility Disability,PHASE1,combination
NCT06905444,Effects of Multimodal Therapy Versus Myofascial Release Techniques in Patient With Upper Cross Syndrome,Upper Extremity Dysfunction,NA,combination
NCT05528926,"Parent Training for the Treatment of Irritability in Children and Adolescents: a Multisite Randomized Controlled, 3-parallel-group, Evaluator-blinded, Superiority Trial",Irritable Mood,NA,small_molecule
NCT06070532,"A Patient Sponsored Ongoing Open-label Single-arm, Safety and Efficacy, Phase I/IIa Clinical Study of Cellcolabs' Human Allogeneic Bone-marrow-derived Mesenchymal Stromal Cell Product (StromaForte) in Patients With Aging Frailty",Frailty,PHASE1,biologic
NCT06041048,Investigation of Locus Coeruleus Function in Sustained Attention,Attention - no Condition is Being Assessed - Healthy Adults,PHASE4,small_molecule
NCT06793748,"An Adaptive Two-Part, Phase 1/2, Multi-Center, Double-Blinded, Randomized, Controlled Study of the Safety and Efficacy of Topically Applied PEP-TISSEEL in Participants With Chronic Radiation Ulcer",Chronic Radiation Ulcer,PHASE1,combination
NCT04591574,Anaemia Management With Red Blood Cell Transfusion to Improve Post-intensive Care Disability: a Randomised Controlled Trial (The ABC Post-intensive Care Trial),Anemia Acute | Fatigue | Physical Disability | Quality of Life,NA,biologic
NCT04517149,"An Open-label, Phase 1/2 Trial of Gene Therapy 4D-125 in Males With X-linked Retinitis Pigmentosa (XLRP) Caused by Mutations in the RPGR Gene",X-Linked Retinitis Pigmentosa,PHASE1,gene_therapy
NCT06826443,A Comparative Evaluation of Mosapride Versus Metoclopramide for Enteral Feeding Intolerance in Critically Ill Patients,Enteral Feeding Intolerance,PHASE3,small_molecule
NCT06981741,Phase I/IIa Study to Test the Safety and Efficacy of MSC From Umbilical Cord Tissue (UC-MSC) for the Treatment of Cartilage Damage in the Knee Joint,Cartilage Damage,PHASE1,biologic
NCT06678451,Effect of Sugammadex on Quality of Recovery Following Laparoscopic Bariatric Surgery,Laparoscopic Bariatric Surgery | Sugammadex,NA,small_molecule
NCT04490031,Randomized Control Study Evaluating Ketamine as Sedative Agent in Endoscopic Retrograde Cholangiopancreatography (ERCP),Ketamine Adverse Reaction,PHASE4,small_molecule
NCT06237751,Preoperative Sildenafil Administration for Hepatectomy,Central Venous Pressure | Hepatectomy | Hemodynamics Instability | Sildenafil,NA,small_molecule
NCT07271303,"A Prospective, Randomized, Double-Blind, Placebo-Controlled Clinical Study to Evaluate the Efficacy and Safety of Hyoscine Butylbromide Capsules for Preoperative Preparation in Painless Gastrointestinal Endoscopy Procedures",Painless Gastrointestinal Endoscopy,NA,small_molecule
NCT07300670,The Effect of Losartan on Cephalexin,Possible Interaction Between Losartan and Cephalexin | Healthy,PHASE1,small_molecule
NCT06621680,Effect of Connective Tissue Massage on Premenstrual Syndrome,Premenstrual Syndrome,NA,small_molecule
NCT05697328,Pseudoephedrine Prophylaxis for Prevention of Middle Ear Barotrauma in Hyperbaric Oxygen Therapy,Barotrauma,NA,small_molecule
NCT07023952,Effect of Phenol Addition to Laser Treatment on Epithelialization and Healing Process in Pilonidal Sinus: A Prospective Randomized Controlled Clinical Trial,Pilonidal Sinus Disease | Laser Therapy,NA,small_molecule
NCT06890533,"A Phase Ⅲ, Randomized, Double-Blind, Placebo- and Active-controlled Study of YZJ-4729 Tartrate Injection for the Treatment of Moderate to Severe Pain After Abdominal Surgery",Pain,PHASE3,small_molecule
NCT04271332,"An Exploratory, Randomized, Double-Blind, Placebo-Controlled and Open-label Extension Study of the Safety, Tolerability, and Efficacy of Arbaclofen in Subjects With 16p11.2 Deletion",16P11.2 Deletion Syndrome,PHASE2,small_molecule
NCT05905926,An Open-Label Long-Term Safety Study of Tenapanor for the Treatment of Irritable Bowel Syndrome With Constipation (IBS-C) in Pediatric Patients 6 to Less Than 18 Years Old,Irritable Bowel Syndrome With Constipation (IBS-C),PHASE3,small_molecule
NCT06527131,Pulsed Electromagnetic Field Stimulation and Charcot Foot Ulcer: a Randomized Controlled Trial,Charcot Foot Ulcer,NA,biologic
NCT04856982,"A Phase 3 Randomized, Placebo-Controlled Trial With a Longitudinal Natural History Run-In and Open-Label Extension to Evaluate BIIB067 Initiated in Clinically Presymptomatic Adults With a Confirmed Superoxide Dismutase 1 Mutation",Amyotrophic Lateral Sclerosis Associated With a SOD1 Gene Mutation,PHASE3,oligonucleotide
NCT06603857,"A Prospective, Placebo-controlled, Double-blinded, Randomized Clinical Trial Evaluating the Efficacy and Tolerability of Pre and Post Care Skincare Regimen Paired With 1927nm Diode Fractional Laser for Photodamage on the Face",Improve Photoaging Signs,PHASE2,small_molecule
NCT06620939,The Effect of Levonorgestrel Intrauterine System in Preventing Endometrial Polyps Recurrence After Hysteroscopic Polypectomy: Protocol of a Multi-center Randomised Controlled Trial,Endometrial Polyp,NA,small_molecule
NCT04989257,24-month Ticagrelor-based Dual-antiplatelet Therapy Versus Clopidogrel-based Dual-antiplatelet theRapy aftEr 12 Months of DrUg-eluting Stent Implantation in High isChEmic Risk Patients: P-REDUCE Trial,High Ischemic Risk,NA,small_molecule
NCT06212492,Effects on Biotrauma of Combining Routine CURArization With Prone Positioning During Adult Acute Respiratory Distress Syndrome,Moderate to Severe Acute Respiratory Distress Syndrome,NA,small_molecule
NCT06772753,Investigation of Psychedelic Effects in Psychoactive Substances,Psychedelic Effects in Healthy Volunteers,PHASE1,small_molecule
NCT06714695,Evaluation of the Effective Concentration of Chitosan Mouthwash on the Recurrence of Black Stains in Pediatric Patients. a Crossover Controlled Clinical Trial,Black Stains,NA,small_molecule
NCT06756191,Evaluation on Efficacy and Safety of Liposomal Amphotericin B(AmBisome® ) Combination with Isavuconazole Versus AmBisome® Alone for Treatment of Patients with Pulmonary Mucormycosis,Pulmonary Mucormycosis,PHASE4,small_molecule
NCT06237231,"Phase III, Multicenter, Double-blind, Triple-dummy, Randomized, Parallel Clinical Trial to Evaluate the Efficacy and Safety of DIT112 in the Treatment of Moderate to Severe Pain After Dental Surgery for the Extraction of Impacted Third Molars",Moderate Pain | Severe Pain,PHASE3,small_molecule
NCT05678647,Randomized Open Comparative Trial of Oral Sucrosomial Iron (SiderAl Forte®) and Oral Iron Sulphate (Duroferon®) to Blood Donors.,Blood Donation,NA,small_molecule
NCT06492850,A Phase I/II Dose-escalation and Dose-expansion Study to Evaluate the Safety and Efficacy of FT-002 Subretinal Injection in Subjects With RPGR Gene Mutation-associated X-linked Retinitis Pigmentosa.,X-Linked Retinitis Pigmentosa (XLRP),PHASE1,gene_therapy
NCT05696691,A Randomized Pilot Trial of Intramuscular Ketamine and Crisis Response Planning for Suicide Prevention in the Emergency Department,Suicide,PHASE2,small_molecule
NCT07180563,Randomized Controlled Trial of Berberine in Combination With Doxycycline in the Treatment of Chronic Endometritis,Chronic Endometritis,PHASE1,small_molecule
NCT06382155,"A Phase 2, Randomized, Controlled, Multicenter Study of Vosoritide in Children with Idiopathic Short Stature",Idiopathic Short Stature,PHASE2,biologic
NCT07145060,A Randomized Controlled Study of Yiqi Yangyin Formula in the Treatment of Primary Sjogren's Syndrome,Primary Sjögren's Syndrome (pSS),NA,small_molecule
NCT06896617,Impact of the Presence of the Corpus Luteum on Pregnancies Obtained Through Frozen Embryo Transfer(FET): a Prospective Randomized Controlled Study,Infertilities | Embryo Transfer,PHASE4,small_molecule
NCT07317700,"A Randomized, Open-label, Positive-controlled, Parallel-grouped, Multicenter Phase III Clinical Trial on the Efficacy and Safety of Flonoltinib Maleate Tablets in Patients With Intermediate- or High-risk Myelofibrosis",MF,PHASE3,small_molecule
NCT05852171,A Prospective Open-label Single-arm Clinical Study of the Efficacy of Baricitinib for Idiopathic Granulomatous Mastitis in a Single Institution,Mastitis Chronic | Idiopathic Granulomatous Mastitis,PHASE2,small_molecule
NCT04585893,"LCCC 1950 - Rituximab for Multicentric Castleman Disease in Malawi, A Single-Arm Phase II Safety/Efficacy Trial",Multicentric Castleman Disease,PHASE2,monoclonal_antibody
NCT06763172,Measure Striatal Adenosine-dopamine Receptors Interactions: from Molecule to Behaviors,Healthy | Caffeine | Adenosine | Dopamine D2/3 Receptor Availability,PHASE4,small_molecule
NCT06569628,"Validation Study of the Implementation of Narrative Care Methodology, Life Stories and Biographies in Long-Term Care Centres for Old-Adults",Long-term Care Centres for Old Adults Users | Relatives of Long-term Care Centres for Old Adults Users | Long-term Care Centres for Old Adults Professionals,NA,combination
NCT06765564,Clinical Study of Human Induced Pluripotent Stem Cells Derived Motor Neuron Precursor(iPSC-MNP) Cells for the Treatment of Amyotrophic Lateral Sclerosis (ALS),ALS,NA,small_molecule
NCT04781634,Study Evaluating Safety and Efficacy of CD19 and CD22 Targeted Prime CAR-T Cell in Patients With Relapsed/Refractory B-ALL,B-ALL,PHASE1,biologic
